session_id,date,exercise,total_duration_min,heart_rate_avg,calories_burned,notes,sets_json
1778808167.024796,2026-05-15T06:22:47.024796,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.084685,2026-05-15T06:22:47.084685,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.140453,2026-05-15T06:22:47.140453,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.223833,2026-05-15T06:22:47.223833,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.278956,2026-05-15T06:22:47.278956,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.325102,2026-05-15T06:22:47.325102,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.426164,2026-05-15T06:22:47.426164,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.494278,2026-05-15T06:22:47.494278,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.545426,2026-05-15T06:22:47.545426,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.621339,2026-05-15T06:22:47.621339,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.661756,2026-05-15T06:22:47.661756,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.726158,2026-05-15T06:22:47.726158,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.795093,2026-05-15T06:22:47.796087,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.846952,2026-05-15T06:22:47.846952,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.91055,2026-05-15T06:22:47.910550,Squat,0,,120.0,Fatigue: Normal,[]
1778808167.973868,2026-05-15T06:22:47.973868,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.025049,2026-05-15T06:22:48.025049,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.083585,2026-05-15T06:22:48.083585,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.126935,2026-05-15T06:22:48.126935,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.189791,2026-05-15T06:22:48.189791,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.240442,2026-05-15T06:22:48.240442,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.301238,2026-05-15T06:22:48.301238,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.379702,2026-05-15T06:22:48.379702,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.464877,2026-05-15T06:22:48.464877,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.536533,2026-05-15T06:22:48.536533,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.600816,2026-05-15T06:22:48.600816,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.658786,2026-05-15T06:22:48.658786,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.718983,2026-05-15T06:22:48.718983,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.771698,2026-05-15T06:22:48.771698,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.841612,2026-05-15T06:22:48.841612,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.894115,2026-05-15T06:22:48.894115,Squat,0,,120.0,Fatigue: Normal,[]
1778808168.965486,2026-05-15T06:22:48.965486,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.046071,2026-05-15T06:22:49.046071,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.148662,2026-05-15T06:22:49.148662,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.25021,2026-05-15T06:22:49.250210,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.321478,2026-05-15T06:22:49.321478,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.380969,2026-05-15T06:22:49.380969,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.447915,2026-05-15T06:22:49.447915,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.509847,2026-05-15T06:22:49.509847,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.560549,2026-05-15T06:22:49.560549,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.888621,2026-05-15T06:22:49.888621,Squat,0,,120.0,Fatigue: Normal,[]
1778808169.941649,2026-05-15T06:22:49.941649,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.009658,2026-05-15T06:22:50.009658,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.057604,2026-05-15T06:22:50.057604,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.122352,2026-05-15T06:22:50.122352,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.164665,2026-05-15T06:22:50.164665,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.227852,2026-05-15T06:22:50.227852,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.283183,2026-05-15T06:22:50.283183,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.324362,2026-05-15T06:22:50.324362,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.404291,2026-05-15T06:22:50.404291,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.461877,2026-05-15T06:22:50.461877,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.554004,2026-05-15T06:22:50.554004,Squat,0,,120.0,Fatigue: Normal,[]
1778808170.980002,2026-05-15T06:22:50.980002,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.065381,2026-05-15T06:22:51.065381,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.136064,2026-05-15T06:22:51.136064,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.189966,2026-05-15T06:22:51.189966,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.269315,2026-05-15T06:22:51.269315,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.349782,2026-05-15T06:22:51.349782,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.414061,2026-05-15T06:22:51.414061,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.484245,2026-05-15T06:22:51.484245,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.560494,2026-05-15T06:22:51.560494,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.634629,2026-05-15T06:22:51.634629,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.691202,2026-05-15T06:22:51.691202,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.767709,2026-05-15T06:22:51.767709,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.845661,2026-05-15T06:22:51.845661,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.910049,2026-05-15T06:22:51.910049,Squat,0,,120.0,Fatigue: Normal,[]
1778808171.986817,2026-05-15T06:22:51.986817,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.050433,2026-05-15T06:22:52.050433,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.118088,2026-05-15T06:22:52.118088,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.172925,2026-05-15T06:22:52.172925,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.269145,2026-05-15T06:22:52.269145,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.332776,2026-05-15T06:22:52.332776,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.382277,2026-05-15T06:22:52.382277,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.44228,2026-05-15T06:22:52.442280,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.764618,2026-05-15T06:22:52.764618,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.842289,2026-05-15T06:22:52.842289,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.929578,2026-05-15T06:22:52.929578,Squat,0,,120.0,Fatigue: Normal,[]
1778808172.990535,2026-05-15T06:22:52.990535,Squat,0,,120.0,Fatigue: Normal,[]
1778808173.07041,2026-05-15T06:22:53.070410,Squat,0,,120.0,Fatigue: Normal,[]
1778808173.852395,2026-05-15T06:22:53.852395,Squat,0,,120.0,Fatigue: Normal,[]
1778808173.942295,2026-05-15T06:22:53.942295,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.006413,2026-05-15T06:22:54.006413,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.060672,2026-05-15T06:22:54.060672,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.124425,2026-05-15T06:22:54.124425,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.20037,2026-05-15T06:22:54.200370,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.263343,2026-05-15T06:22:54.263343,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.307087,2026-05-15T06:22:54.307087,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.390129,2026-05-15T06:22:54.390129,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.45787,2026-05-15T06:22:54.457870,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.536321,2026-05-15T06:22:54.536321,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.600023,2026-05-15T06:22:54.600023,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.665857,2026-05-15T06:22:54.665857,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.73027,2026-05-15T06:22:54.730270,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.793668,2026-05-15T06:22:54.793668,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.840243,2026-05-15T06:22:54.840243,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.912555,2026-05-15T06:22:54.912555,Squat,0,,120.0,Fatigue: Normal,[]
1778808174.976433,2026-05-15T06:22:54.976433,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.038945,2026-05-15T06:22:55.038945,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.090115,2026-05-15T06:22:55.090115,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.16162,2026-05-15T06:22:55.161620,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.23285,2026-05-15T06:22:55.232850,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.291583,2026-05-15T06:22:55.291583,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.339177,2026-05-15T06:22:55.339177,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.411428,2026-05-15T06:22:55.411428,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.497895,2026-05-15T06:22:55.497895,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.561696,2026-05-15T06:22:55.561696,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.610874,2026-05-15T06:22:55.610874,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.683272,2026-05-15T06:22:55.683272,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.747788,2026-05-15T06:22:55.747788,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.811451,2026-05-15T06:22:55.811451,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.858288,2026-05-15T06:22:55.858288,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.923193,2026-05-15T06:22:55.923193,Squat,0,,120.0,Fatigue: Normal,[]
1778808175.994306,2026-05-15T06:22:55.994306,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.040274,2026-05-15T06:22:56.040274,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.123559,2026-05-15T06:22:56.123559,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.188935,2026-05-15T06:22:56.188935,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.242391,2026-05-15T06:22:56.242391,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.320535,2026-05-15T06:22:56.320535,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.377424,2026-05-15T06:22:56.377424,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.425895,2026-05-15T06:22:56.425895,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.511905,2026-05-15T06:22:56.511905,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.575899,2026-05-15T06:22:56.575899,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.625911,2026-05-15T06:22:56.625911,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.68871,2026-05-15T06:22:56.688710,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.74192,2026-05-15T06:22:56.741920,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.80296,2026-05-15T06:22:56.802960,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.845398,2026-05-15T06:22:56.845398,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.909243,2026-05-15T06:22:56.909243,Squat,0,,120.0,Fatigue: Normal,[]
1778808176.959632,2026-05-15T06:22:56.959632,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.023111,2026-05-15T06:22:57.023111,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.08481,2026-05-15T06:22:57.084810,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.139057,2026-05-15T06:22:57.139057,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.226868,2026-05-15T06:22:57.226868,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.285261,2026-05-15T06:22:57.285261,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.323222,2026-05-15T06:22:57.323222,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.409075,2026-05-15T06:22:57.409075,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.474676,2026-05-15T06:22:57.474676,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.525821,2026-05-15T06:22:57.525821,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.595284,2026-05-15T06:22:57.595284,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.643317,2026-05-15T06:22:57.643317,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.688778,2026-05-15T06:22:57.688778,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.751531,2026-05-15T06:22:57.751531,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.807078,2026-05-15T06:22:57.807078,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.864254,2026-05-15T06:22:57.864254,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.905537,2026-05-15T06:22:57.905537,Squat,0,,120.0,Fatigue: Normal,[]
1778808177.973276,2026-05-15T06:22:57.973276,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.032642,2026-05-15T06:22:58.032642,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.11274,2026-05-15T06:22:58.112740,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.170673,2026-05-15T06:22:58.170673,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.225728,2026-05-15T06:22:58.225728,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.354402,2026-05-15T06:22:58.354402,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.471154,2026-05-15T06:22:58.471154,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.578713,2026-05-15T06:22:58.578713,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.659887,2026-05-15T06:22:58.659887,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.726129,2026-05-15T06:22:58.726129,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.795976,2026-05-15T06:22:58.795976,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.854531,2026-05-15T06:22:58.854531,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.912215,2026-05-15T06:22:58.912215,Squat,0,,120.0,Fatigue: Normal,[]
1778808178.972035,2026-05-15T06:22:58.972035,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.051006,2026-05-15T06:22:59.051006,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.111744,2026-05-15T06:22:59.111744,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.1576,2026-05-15T06:22:59.157600,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.224127,2026-05-15T06:22:59.224127,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.272025,2026-05-15T06:22:59.272025,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.341567,2026-05-15T06:22:59.341567,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.414121,2026-05-15T06:22:59.414121,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.472143,2026-05-15T06:22:59.472143,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.530416,2026-05-15T06:22:59.530416,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.596094,2026-05-15T06:22:59.596094,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.65515,2026-05-15T06:22:59.655150,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.714376,2026-05-15T06:22:59.714376,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.777324,2026-05-15T06:22:59.777324,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.823044,2026-05-15T06:22:59.823044,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.903915,2026-05-15T06:22:59.903915,Squat,0,,120.0,Fatigue: Normal,[]
1778808179.967292,2026-05-15T06:22:59.967292,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.032028,2026-05-15T06:23:00.032028,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.155691,2026-05-15T06:23:00.155691,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.214146,2026-05-15T06:23:00.214146,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.274321,2026-05-15T06:23:00.274321,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.333019,2026-05-15T06:23:00.333019,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.400031,2026-05-15T06:23:00.400031,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.458234,2026-05-15T06:23:00.458234,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.523286,2026-05-15T06:23:00.523286,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.572842,2026-05-15T06:23:00.572842,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.644645,2026-05-15T06:23:00.644645,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.688072,2026-05-15T06:23:00.688072,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.762506,2026-05-15T06:23:00.762506,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.856824,2026-05-15T06:23:00.856824,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.922927,2026-05-15T06:23:00.922927,Squat,0,,120.0,Fatigue: Normal,[]
1778808180.996504,2026-05-15T06:23:00.996504,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.058201,2026-05-15T06:23:01.058201,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.11169,2026-05-15T06:23:01.111690,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.174146,2026-05-15T06:23:01.174146,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.223698,2026-05-15T06:23:01.223698,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.304847,2026-05-15T06:23:01.304847,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.359914,2026-05-15T06:23:01.359914,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.427022,2026-05-15T06:23:01.427022,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.511457,2026-05-15T06:23:01.511457,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.580984,2026-05-15T06:23:01.580984,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.628657,2026-05-15T06:23:01.628657,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.701352,2026-05-15T06:23:01.701352,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.771369,2026-05-15T06:23:01.771369,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.837783,2026-05-15T06:23:01.837783,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.92025,2026-05-15T06:23:01.920250,Squat,0,,120.0,Fatigue: Normal,[]
1778808181.9859,2026-05-15T06:23:01.985900,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.044062,2026-05-15T06:23:02.044062,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.090496,2026-05-15T06:23:02.090496,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.154571,2026-05-15T06:23:02.154571,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.210172,2026-05-15T06:23:02.210172,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.258031,2026-05-15T06:23:02.258031,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.317212,2026-05-15T06:23:02.317212,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.375781,2026-05-15T06:23:02.375781,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.426482,2026-05-15T06:23:02.426482,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.471207,2026-05-15T06:23:02.471207,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.554172,2026-05-15T06:23:02.554172,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.609065,2026-05-15T06:23:02.609065,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.667292,2026-05-15T06:23:02.667292,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.722801,2026-05-15T06:23:02.722801,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.801793,2026-05-15T06:23:02.801793,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.863448,2026-05-15T06:23:02.863448,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.911773,2026-05-15T06:23:02.911773,Squat,0,,120.0,Fatigue: Normal,[]
1778808182.990431,2026-05-15T06:23:02.990431,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.048461,2026-05-15T06:23:03.048461,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.104992,2026-05-15T06:23:03.104992,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.236203,2026-05-15T06:23:03.236203,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.296766,2026-05-15T06:23:03.296766,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.357178,2026-05-15T06:23:03.357178,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.428151,2026-05-15T06:23:03.428151,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.471872,2026-05-15T06:23:03.471872,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.544473,2026-05-15T06:23:03.544473,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.608973,2026-05-15T06:23:03.608973,Squat,0,,120.0,Fatigue: Normal,[]
1778808183.672782,2026-05-15T06:23:03.672782,Squat,0,,120.0,Fatigue: Normal,[]
